最优灵敏度,适配评分,适配等级,环境适配,趋势捕获率%,效率分,回撤控分,资金分,胜率分,波动分,基金代码,基金名称,所属板块,回测区间,交易天数,策略收益%,年化收益%,买入持有%,买持年化%,超额收益%,最大回撤%,买持最大回撤%,回撤起始,回撤结束,回撤持续天数,夏普比率,卡尔马比率,日均波动%,最大单日涨%,最大单日跌%,均值回归率%,买入次数,卖出次数,胜率%,月度胜率%,平均盈利,平均亏损,盈亏比,中位盈亏,P10盈亏,P90盈亏,最大单笔盈利,最大单笔亏损,最大连续亏损次数,最大连续盈利次数,平均仓位%,持仓天数占比%,空仓天数占比%,平均持仓天数,中位持仓天数,最长持仓天数,已实现盈亏,剩余现金,持仓市值,期末总值,牛市半年数,牛市策略收益%,牛市买持收益%,熊市半年数,熊市策略收益%,熊市买持收益%,震荡半年数,震荡策略收益%,震荡买持收益%,牛市天数,震荡天数,熊市天数,信号:低位建仓,信号:冷却期后建仓,信号:分批止盈,信号:反弹建仓,信号:大跌抄底,信号:常规止损(L2),信号:延迟回补(分批止盈),信号:延迟回补(强势止盈),信号:延迟回补(慢涨止盈),信号:延迟回补(扭亏分批止盈),信号:延迟回补(扭亏强势止盈),信号:延迟回补(扭亏慢涨止盈),信号:延迟回补(扭亏止盈卖出),信号:延迟回补(止盈卖出),信号:强势止盈,信号:慢涨止盈,信号:扭亏分批止盈,信号:扭亏强势止盈,信号:扭亏慢涨止盈,信号:扭亏止盈卖出,信号:极端止损(L3),信号:止盈卖出,信号:温和回调建仓,信号:灾难保底减仓,信号:灾难保护,信号:灾难保护(暴跌),信号:短期深亏安全网,信号:补仓(第1次),信号:补仓(第2次),信号:补仓(第3次),信号:趋势确认减仓,信号:趋势转弱,信号:跌势放缓建仓,信号:连跌低吸,分批止盈:次数,分批止盈:胜率%,分批止盈:总盈亏,分批止盈:平均盈亏,常规止损(L2):次数,常规止损(L2):胜率%,常规止损(L2):总盈亏,常规止损(L2):平均盈亏,强势止盈:次数,强势止盈:胜率%,强势止盈:总盈亏,强势止盈:平均盈亏,慢涨止盈:次数,慢涨止盈:胜率%,慢涨止盈:总盈亏,慢涨止盈:平均盈亏,扭亏分批止盈:次数,扭亏分批止盈:胜率%,扭亏分批止盈:总盈亏,扭亏分批止盈:平均盈亏,扭亏强势止盈:次数,扭亏强势止盈:胜率%,扭亏强势止盈:总盈亏,扭亏强势止盈:平均盈亏,扭亏慢涨止盈:次数,扭亏慢涨止盈:胜率%,扭亏慢涨止盈:总盈亏,扭亏慢涨止盈:平均盈亏,扭亏止盈卖出:次数,扭亏止盈卖出:胜率%,扭亏止盈卖出:总盈亏,扭亏止盈卖出:平均盈亏,极端止损(L3):次数,极端止损(L3):胜率%,极端止损(L3):总盈亏,极端止损(L3):平均盈亏,止盈卖出:次数,止盈卖出:胜率%,止盈卖出:总盈亏,止盈卖出:平均盈亏,灾难保底减仓:次数,灾难保底减仓:胜率%,灾难保底减仓:总盈亏,灾难保底减仓:平均盈亏,灾难保护:次数,灾难保护:胜率%,灾难保护:总盈亏,灾难保护:平均盈亏,灾难保护(暴跌):次数,灾难保护(暴跌):胜率%,灾难保护(暴跌):总盈亏,灾难保护(暴跌):平均盈亏,短期深亏安全网:次数,短期深亏安全网:胜率%,短期深亏安全网:总盈亏,短期深亏安全网:平均盈亏,趋势确认减仓:次数,趋势确认减仓:胜率%,趋势确认减仓:总盈亏,趋势确认减仓:平均盈亏,趋势转弱:次数,趋势转弱:胜率%,趋势转弱:总盈亏,趋势转弱:平均盈亏
0.85,55.9,B-良好,全天候/熊市优/震荡优,100.0,9.4,24.4,4.6,7.5,10,011143,创金合信新材料新能源股票C,固态电池,2021-02-03 ~ 2026-03-20,1242,20.48,3.85,1.45,0.29,19.03,12.26,54.67,2023-02-01,2024-02-05,407,0.46,0.31,1.298,10.37,-10.04,51.7,38,274,45.3,50.0,38.97,-18.96,2.06,-0.01,-40.83,34.55,1019.24,-174.75,34,29,23.0,98.1,1.9,16.0,8,50,2044.27,8814.31,3233.94,12048.25,2,2.22,51.96,2,-4.83,-32.18,7,22.0,-8.1,0,1209,33,1,2,25,1,1,108,3,0,1,1,1,1,2,3,3,14,6,5,6,27,33,29,4,2,0,1,4,9,5,1,1,10,0,2,25,100.0,531.71,21.27,108,0.0,-1214.6,-11.25,3,100.0,0.24,0.08,14,100.0,206.49,14.75,6,100.0,109.78,18.3,5,100.0,1384.52,276.9,6,100.0,248.69,41.45,27,96.3,1042.48,38.61,33,0.0,-1054.89,-31.97,29,100.0,1114.86,38.44,2,0.0,-8.55,-4.28,0,0,0,0,1,0.0,-42.12,-42.12,4,0.0,-398.32,-99.58,1,0.0,-69.1,-69.1,10,100.0,193.08,19.31
0.9,70.3,A-极佳,震荡优,40.9,30,18.0,3.9,8.4,10,020425,方正富邦致盛混合C,固态电池,2024-03-26 ~ 2026-03-20,481,25.72,12.74,62.82,29.1,-37.1,10.18,21.22,2024-07-12,2024-09-18,229,1.2,1.25,1.188,8.22,-9.17,51.2,16,105,77.1,56.0,36.42,-37.75,0.96,0.26,0.0,56.3,675.25,-76.01,9,22,19.7,98.8,1.2,17.9,19,59,2572.73,10322.72,2249.59,12572.31,1,9.98,38.37,0,0,0,4,13.81,16.92,0,476,5,0,0,1,1,1,7,0,0,0,1,1,0,5,0,1,2,17,6,6,41,2,18,2,0,0,0,0,3,1,0,0,4,1,0,1,100.0,18.6,18.6,7,0.0,-265.69,-37.96,1,100.0,149.8,149.8,2,100.0,2.79,1.4,17,64.7,37.37,2.2,6,83.3,381.43,63.57,6,66.7,5.35,0.89,41,87.8,1538.99,37.54,2,0.0,-111.76,-55.88,18,94.4,755.92,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100.0,59.93,14.98
1.25,55.7,B-良好,全天候/熊市优/震荡优,289.8,12.2,22.8,4.3,6.4,10,016567,嘉实中证电池主题ETF发起联接C,固态电池,2022-10-28 ~ 2026-03-20,825,22.14,6.3,7.64,2.27,14.5,15.48,53.45,2022-11-07,2024-02-05,465,0.68,0.41,1.417,13.43,-13.15,51.6,18,124,49.2,42.9,64.48,-33.25,1.94,0.0,-35.99,50.69,1048.54,-301.2,48,23,21.3,99.2,0.8,22.7,29,54,2204.03,11722.4,491.72,12214.12,2,28.67,76.61,2,-8.21,-41.54,4,1.93,-7.15,0,793,32,2,1,12,2,0,41,2,0,1,0,0,0,0,2,2,7,12,2,1,14,9,16,1,1,0,0,0,4,2,0,3,4,1,0,12,91.7,349.0,29.08,41,0.0,-910.81,-22.21,2,100.0,119.78,59.89,7,100.0,163.51,23.36,12,66.7,52.55,4.38,2,100.0,99.85,49.92,1,0.0,0.0,0.0,14,85.7,28.32,2.02,9,0.0,-727.18,-80.8,16,93.8,3086.08,192.88,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-91.19,-30.4,4,100.0,34.12,8.53
1.05,48.8,C-一般,全天候/熊市优/震荡优,194.5,4.7,22.0,4.6,7.5,10,005538,中航新起航灵活配置混合C,固态电池,2020-02-18 ~ 2026-03-20,1480,23.52,3.66,-24.88,-4.76,48.4,23.25,72.87,2021-09-15,2024-07-08,964,0.39,0.16,1.398,11.76,-13.89,50.7,32,272,38.6,50.0,50.4,-21.41,2.35,0.0,-26.25,22.06,1245.11,-595.32,75,11,23.0,98.4,1.6,21.9,19,94,2379.69,11926.99,425.36,12352.35,4,36.55,93.76,5,-21.35,-89.97,4,9.1,-9.29,0,1399,81,0,3,13,0,2,117,4,0,1,0,0,0,4,4,0,6,33,6,12,25,15,30,1,0,0,0,0,7,5,0,11,4,1,0,13,92.3,836.01,64.31,117,0.0,-1685.16,-14.4,0,0,0,0,6,100.0,110.9,18.48,33,69.7,21.25,0.64,6,100.0,1045.19,174.2,12,66.7,8.67,0.72,25,76.0,878.62,35.14,15,0.0,-917.95,-61.2,30,90.0,2148.97,71.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0,-308.76,-28.07,4,100.0,241.95,60.49
1.3,52.0,C-一般,熊市优,225.0,11.6,19.5,4.8,6.1,10,017223,富国中证电池主题ETF发起式联接C,固态电池,2023-01-04 ~ 2026-03-20,777,28.17,8.38,12.52,3.9,15.65,21.62,51.51,2023-02-09,2024-09-23,402,0.65,0.39,1.394,12.86,-13.0,51.2,16,137,46.7,41.0,81.98,-45.16,1.82,0.0,-70.83,32.29,1665.65,-301.11,26,20,23.8,96.4,3.6,24.8,24,71,2808.16,12444.26,373.1,12817.36,2,47.54,74.27,2,-14.6,-41.23,3,-2.44,-1.68,0,746,31,1,3,16,1,0,48,2,0,0,0,0,0,0,2,1,13,10,1,2,15,9,14,2,3,0,0,0,5,0,0,2,3,0,0,16,93.8,469.85,29.37,48,0.0,-1152.25,-24.01,1,100.0,184.35,184.35,13,76.9,111.37,8.57,10,70.0,109.65,10.96,1,100.0,124.07,124.07,2,100.0,6.7,3.35,15,73.3,22.71,1.51,9,0.0,-1128.21,-125.36,14,100.0,4155.71,296.84,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-158.03,-79.02,3,100.0,62.24,20.75
1.15,49.2,C-一般,全天候/熊市优/震荡优,271.1,6.7,21.4,5.3,5.8,10,016020,招商中证电池主题ETF联接C,固态电池,2022-08-11 ~ 2026-03-20,875,17.11,4.65,-10.0,-2.99,27.11,20.7,60.33,2022-08-23,2024-08-23,724,0.49,0.22,1.419,12.37,-12.79,51.2,19,138,47.1,38.6,65.59,-38.8,1.69,0.0,-53.07,54.15,1099.0,-383.08,44,24,26.5,98.9,1.1,30.8,28,101,1702.88,11476.23,234.54,11710.77,2,31.85,81.65,3,-20.86,-63.69,3,8.7,-3.66,0,839,36,2,1,10,4,0,51,0,0,1,0,0,0,0,3,2,9,10,2,2,15,10,19,2,2,0,0,0,5,1,0,3,3,0,0,10,90.0,364.89,36.49,51,0.0,-1368.29,-26.83,2,100.0,124.74,62.37,9,100.0,229.34,25.48,10,70.0,67.63,6.76,2,100.0,100.49,50.24,2,100.0,4.77,2.38,15,86.7,34.74,2.32,10,0.0,-808.82,-80.88,19,94.7,3331.04,175.32,2,0.0,-95.99,-47.99,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-287.44,-95.81,3,100.0,5.78,1.93
0.85,48.6,C-一般,全天候/熊市优/震荡优,197.5,5.0,22.0,4.5,7.1,10,013180,广发国证新能源车电池ETF联接C,固态电池,2021-09-16 ~ 2026-03-20,1091,15.95,3.48,-16.36,-4.04,32.31,20.84,65.24,2022-06-28,2024-02-05,727,0.39,0.17,1.437,11.08,-11.27,50.7,30,220,53.2,47.3,32.67,-29.02,1.13,0.02,-31.49,29.63,648.95,-209.97,31,32,22.5,99.0,1.0,19.0,18,56,1588.14,11361.14,233.84,11594.98,3,22.45,78.86,2,-15.72,-54.67,5,10.28,-20.33,0,1019,72,2,2,22,1,1,51,4,0,0,0,1,2,0,1,2,11,17,3,14,26,25,33,3,1,0,0,0,7,4,1,7,8,1,0,22,72.7,320.71,14.58,51,0.0,-1036.64,-20.33,2,100.0,1.08,0.54,11,90.9,114.15,10.38,17,82.4,163.85,9.64,3,100.0,595.51,198.5,14,85.7,87.78,6.27,26,84.6,621.52,23.9,25,0.0,-988.39,-39.54,33,90.9,1842.05,55.82,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,-209.64,-29.95,8,100.0,76.16,9.52
0.9,53.7,C-一般,全天候/熊市优/震荡优,74.3,8.1,23.2,4.7,7.7,10,006168,德邦乐享生活混合C,固态电池,2020-02-18 ~ 2026-03-20,1480,21.31,3.34,28.69,4.39,-7.38,12.38,45.21,2021-09-13,2024-09-13,761,0.49,0.27,1.006,10.97,-8.29,48.8,35,213,63.8,51.4,35.76,-42.08,0.85,0.05,-42.3,41.22,866.15,-264.78,19,34,23.4,98.8,1.2,24.5,17,101,2253.74,8488.42,3642.31,12130.73,3,20.85,68.71,2,-6.76,-29.23,8,6.73,-2.17,0,1447,33,2,3,55,0,1,42,1,0,0,0,0,0,1,1,3,21,1,7,2,18,20,31,5,0,0,0,1,8,8,3,1,11,2,0,55,90.9,761.87,13.85,42,0.0,-864.2,-20.58,3,100.0,73.18,24.39,21,85.7,129.36,6.16,1,0.0,0.0,0.0,7,100.0,1388.88,198.41,2,50.0,13.94,6.97,18,94.4,794.49,44.14,20,0.0,-1574.17,-78.71,31,93.5,1560.81,50.35,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-99.5,-99.5,1,0.0,-71.14,-71.14,11,100.0,140.22,12.75
0.95,46.4,C-一般,全天候/熊市优/震荡优,128.9,2.4,22.7,4.5,6.8,10,012863,汇添富中证电池主题ETF发起式联接C,固态电池,2021-09-15 ~ 2026-03-20,1092,6.84,1.54,-23.64,-6.03,30.48,19.44,66.88,2021-10-27,2024-08-23,973,0.21,0.08,1.522,12.84,-12.8,51.3,29,227,40.5,45.5,37.78,-24.17,1.56,-0.01,-39.1,28.15,896.54,-433.98,45,20,22.7,98.7,1.3,15.5,12,49,672.41,10356.39,328.08,10684.47,2,14.97,80.31,3,-13.18,-63.85,5,6.4,-18.02,0,1035,57,1,2,5,1,0,87,0,0,1,1,0,0,1,4,2,6,23,2,4,30,20,29,3,1,0,1,2,7,4,1,7,8,3,0,5,80.0,142.77,28.55,87,0.0,-1384.1,-15.91,2,100.0,0.29,0.14,6,100.0,174.94,29.16,23,69.6,147.84,6.43,2,100.0,96.76,48.38,4,75.0,53.57,13.39,30,73.3,97.72,3.26,20,0.0,-1023.3,-51.16,29,100.0,2609.47,89.98,1,0.0,-0.01,-0.01,0,0,0,0,1,0.0,-29.68,-29.68,2,0.0,-170.34,-85.17,7,0.0,-196.29,-28.04,8,100.0,152.77,19.1
1.2,42.2,C-一般,全天候/熊市优/震荡优,98.2,0,21.6,3.4,7.2,10,011705,东方阿尔法产业先锋混合C,固态电池,2021-10-27 ~ 2026-03-20,1069,-0.83,-0.2,-45.13,-13.19,44.3,22.31,66.38,2021-11-09,2024-09-13,1059,0.01,-0.01,1.477,13.0,-8.26,50.0,25,215,42.8,48.1,28.82,-25.32,1.14,-0.01,-30.6,31.76,500.32,-257.13,38,19,17.0,99.0,1.0,16.5,16,48,-83.27,9914.28,2.37,9916.65,1,7.12,47.28,3,-11.12,-54.11,6,4.14,-37.2,0,985,84,0,1,16,2,0,82,2,0,0,0,1,0,6,1,0,7,9,8,3,39,12,23,4,0,0,0,0,4,3,0,14,2,1,0,16,100.0,408.74,25.55,82,0.0,-1383.91,-16.88,0,0,0,0,7,100.0,197.99,28.28,9,77.8,5.97,0.66,8,100.0,170.86,21.36,3,100.0,3.01,1.0,39,76.9,1256.27,32.21,12,0.0,-993.84,-82.82,23,82.6,536.81,23.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.0,-356.7,-25.48,2,100.0,71.53,35.77
1.15,48.2,C-一般,全天候/熊市优/震荡优,106.5,6.3,22.9,3.5,5.5,10,017074,嘉实清洁能源股票发起式C,固态电池,2023-02-07 ~ 2026-03-20,758,10.35,3.33,9.72,3.13,0.63,15.9,55.93,2023-02-09,2024-02-05,401,0.37,0.21,1.416,11.33,-13.28,52.0,17,130,51.5,36.8,38.0,-29.03,1.31,0.01,-25.94,40.45,591.96,-198.69,34,20,17.3,99.3,0.7,15.2,14,50,1065.37,9105.34,1929.83,11035.17,2,19.69,91.02,3,-12.54,-58.47,2,4.61,3.31,0,710,48,1,1,16,2,0,37,1,0,1,1,0,0,1,0,1,12,5,3,3,13,9,23,1,0,0,0,1,4,3,0,4,3,1,0,16,87.5,444.99,27.81,37,0.0,-725.55,-19.61,1,100.0,0.02,0.02,12,83.3,61.16,5.1,5,60.0,85.38,17.08,3,100.0,291.7,97.23,3,66.7,19.44,6.48,13,76.9,1318.87,101.45,9,0.0,-717.88,-79.76,23,91.3,290.44,12.63,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-4.71,-4.71,4,0.0,-32.18,-8.04,3,100.0,33.69,11.23
1.1,56.5,B-良好,全天候/熊市优/震荡优,29.3,16.7,16.6,4.3,8.9,10,018927,南方中证电池主题ETF发起联接C,固态电池,2024-01-02 ~ 2026-03-20,535,18.51,8.33,63.12,25.92,-44.61,14.96,27.86,2024-01-11,2024-07-08,315,0.81,0.56,1.515,11.02,-12.97,51.4,12,86,57.0,59.3,67.66,-59.0,1.15,0.12,-39.45,62.86,1145.45,-343.01,25,21,21.7,99.3,0.7,18.1,20,44,1840.26,11357.73,493.55,11851.28,2,29.82,77.26,1,-14.06,-15.35,2,4.57,4.55,0,517,18,1,1,10,2,1,18,1,0,1,0,0,0,0,2,2,3,14,1,0,13,5,14,0,1,0,0,0,2,1,0,2,3,0,0,10,90.0,327.13,32.71,18,0.0,-711.75,-39.54,2,100.0,133.43,66.72,3,100.0,65.82,21.94,14,64.3,60.2,4.3,1,100.0,62.86,62.86,0,0,0,0,13,69.2,9.34,0.72,5,0.0,-416.54,-83.31,14,92.9,2653.06,189.5,1,0.0,-343.01,-343.01,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-3.79,-1.9,3,100.0,3.51,1.17
1.03,58.29,,,137.69,13.92,22.34,4.47,7.56,10.0,---,【固态电池】平均,固态电池,,,15.91,6.6,6.87,8.66,9.04,13.81,45.72,,,497.11,0.74,0.99,1.34,10.18,-10.24,50.81,20.4,150.3,58.56,50.42,43.84,-26.77,1.64,0.11,-26.57,50.54,801.64,-222.15,27.39,20.67,22.34,98.72,1.28,22.34,21.33,63.11,1669.05,,,11590.6,1.78,17.36,55.55,1.94,-8.24,-36.11,4.22,7.19,-2.52,0.8,1.3,17.5,1.2,0.5,44.2,1.5,0.0,0.5,0.3,0.2,0.3,1.3,1.7,1.3,9.3,10.4,3.4,3.6,19.6,10.8,21.1,2.2,0.6,0.0,0.2,0.6,4.7,2.5,0.4,3.5,4.1,0.7,0.2,17.5,91.4,405.13,23.15,44.2,0.0,-784.81,-17.75,1.3,95.7,46.09,36.07,9.3,86.2,117.86,12.7,10.4,70.7,62.1,5.95,3.4,98.4,433.88,125.97,3.6,80.0,39.08,10.82,19.6,82.4,478.9,24.42,10.8,0.0,-645.02,-59.54,21.1,92.6,1632.66,77.34,0.6,0.0,-24.86,-40.69,0.0,0.0,0.0,0.0,0.2,0.0,-5.4,-32.4,0.6,0.0,-38.8,-63.49,3.5,0.0,-121.51,-34.72,4.1,100.0,73.76,17.94
0.8,75.6,A-极佳,全天候/熊市优/牛市可/震荡优,428.9,29.6,24.5,4.3,7.2,10,015599,国泰国证航天军工指数(LOF)C,军工,2022-06-17 ~ 2026-03-20,914,36.07,8.86,8.41,2.25,27.66,8.97,40.54,2023-11-20,2024-02-05,211,1.15,0.99,1.169,8.99,-7.55,50.5,23,185,62.2,47.8,40.52,-17.87,2.27,0.07,-13.9,39.92,678.37,-240.56,29,23,21.4,99.0,1.0,19.2,16,72,3820.17,12036.81,1569.95,13606.76,2,19.47,28.73,1,-0.72,-15.73,6,13.21,-0.62,0,903,11,1,1,27,2,2,39,0,0,3,0,2,0,2,1,0,11,18,5,7,31,9,25,1,0,0,0,0,4,3,1,1,12,0,0,27,88.9,1073.12,39.75,39,0.0,-499.49,-12.81,0,0,0,0,11,100.0,118.86,10.81,18,66.7,3.49,0.19,5,100.0,1168.13,233.63,7,71.4,0.87,0.12,31,83.9,907.1,29.26,9,0.0,-325.96,-36.22,25,80.0,1162.12,46.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-14.39,-14.39,12,100.0,226.32,18.86
0.9,59.1,B-良好,全天候/熊市优/牛市可,100.0,15.6,22.9,4.2,6.4,10,013035,富国中证军工指数(LOF)C,军工,2021-08-16 ~ 2026-03-20,1114,37.0,7.38,-0.47,-0.11,37.47,14.19,49.72,2022-10-31,2024-09-20,470,0.82,0.52,1.27,9.66,-8.33,48.1,29,223,47.1,42.9,52.51,-15.26,3.44,0.0,-16.12,34.23,1122.51,-125.67,34,18,20.9,99.2,0.8,22.3,24,72,4170.04,10232.97,3466.62,13699.59,4,39.92,57.61,2,0.42,-32.48,4,-6.26,-17.77,0,1079,35,1,4,32,0,1,72,1,0,0,0,1,0,6,4,0,4,6,4,5,40,15,36,2,1,0,0,0,5,2,2,6,2,0,0,32,78.1,672.26,21.01,72,0.0,-729.91,-10.14,0,0,0,0,4,100.0,282.96,70.74,6,33.3,84.07,14.01,4,100.0,1138.8,284.7,5,80.0,5.18,1.04,40,85.0,2006.31,50.16,15,0.0,-520.38,-34.69,36,83.3,1295.27,35.98,1,0.0,-14.38,-14.38,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,-78.58,-13.1,2,100.0,28.44,14.22
0.95,61.1,B-良好,全天候/熊市优/震荡优,100.0,15.4,23.5,4.4,7.8,10,012842,易方达中证军工(LOF)C,军工,2021-08-16 ~ 2026-03-20,1114,32.53,6.58,4.41,0.98,28.12,12.81,48.91,2021-11-12,2024-02-02,702,0.78,0.51,1.274,9.68,-8.36,50.1,28,209,56.0,51.8,46.59,-24.21,1.92,0.02,-24.69,67.99,1162.71,-240.4,23,18,22.0,99.2,0.8,19.9,17,72,3659.36,10139.94,3112.87,13252.81,4,34.15,60.05,2,-4.63,-31.8,4,0.45,-15.97,0,1080,34,1,2,20,0,1,56,1,0,1,0,4,1,2,1,1,8,23,7,8,40,11,25,4,0,0,1,0,5,3,2,4,5,0,0,20,85.0,424.87,21.24,56,0.0,-889.51,-15.88,1,100.0,79.92,79.92,8,100.0,507.54,63.44,23,73.9,136.04,5.91,7,100.0,2354.89,336.41,8,100.0,42.66,5.33,40,92.5,722.46,18.06,11,0.0,-704.96,-64.09,25,68.0,1038.88,41.56,0,0,0,0,0,0,0,0,1,0.0,-51.87,-51.87,0,0,0,0,4,0.0,-145.49,-36.37,5,100.0,143.93,28.79
1.15,64.5,B-良好,熊市优,100.0,20.2,23.2,4.8,6.3,10,018028,嘉实中证高端装备细分50ETF发起联接C,军工,2023-04-17 ~ 2026-03-20,710,21.17,7.05,4.82,1.68,16.35,10.5,38.67,2023-05-08,2024-02-05,343,0.75,0.67,1.315,9.51,-8.98,49.0,15,108,59.3,41.7,57.08,-31.34,1.82,0.06,-33.61,36.01,1381.03,-139.39,33,20,24.2,99.2,0.8,18.9,9,70,2524.89,9475.09,2642.01,12117.1,3,25.43,51.12,3,-3.59,-38.8,1,-1.25,-0.46,0,686,24,1,1,14,0,0,27,0,0,1,0,2,0,0,2,0,4,9,5,5,16,4,15,2,0,0,0,0,4,1,1,5,4,0,0,14,100.0,183.65,13.12,27,0.0,-841.22,-31.16,0,0,0,0,4,100.0,19.12,4.78,9,100.0,66.34,7.37,5,100.0,1758.51,351.7,5,100.0,49.41,9.88,16,68.8,21.64,1.35,4,0.0,-73.91,-18.48,15,80.0,1527.34,101.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,-213.13,-42.63,4,100.0,27.14,6.79
0.8,70.5,A-极佳,全天候/牛市可/震荡优,64.2,26.8,22.1,5.2,6.4,10,018185,万家先进制造混合发起式C,军工,2023-05-18 ~ 2026-03-20,690,21.13,7.25,32.89,10.94,-11.76,8.11,25.75,2023-07-04,2023-10-23,302,0.79,0.89,1.081,9.38,-10.11,48.9,22,130,63.8,42.9,41.29,-31.86,1.3,0.11,-1.32,43.05,1310.06,-260.91,20,16,26.0,98.6,1.4,14.7,8,94,2407.45,5714.7,6397.89,12112.59,2,19.55,30.1,0,0,0,5,1.05,1.76,0,669,21,0,0,21,1,1,21,2,0,1,1,1,0,0,4,1,13,10,4,8,14,9,27,1,0,0,0,0,5,3,0,2,0,1,1,21,85.7,68.94,3.28,21,0.0,-251.37,-11.97,1,100.0,0.58,0.58,13,100.0,142.12,10.93,10,80.0,99.5,9.95,4,100.0,180.09,45.02,8,75.0,1.15,0.14,14,64.3,8.2,0.59,9,0.0,-728.58,-80.95,27,88.9,2926.26,108.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-39.44,-19.72,0,0,0,0
0.95,60.8,B-良好,熊市优,100.7,15.5,23.3,4.7,7.3,10,005693,广发中证军工ETF联接C,军工,2020-02-18 ~ 2026-03-20,1480,47.98,6.9,47.66,6.86,0.32,13.37,49.54,2022-10-31,2024-01-22,470,0.82,0.52,1.336,9.63,-8.5,49.0,39,298,60.7,48.6,41.38,-26.15,1.58,0.05,-27.27,60.74,1137.19,-179.05,21,23,23.5,98.7,1.3,23.7,20,72,5266.92,11326.2,3472.14,14798.34,5,49.07,135.23,3,0.63,-50.69,5,-7.57,-20.38,0,1423,57,4,2,39,1,1,70,0,0,1,1,4,0,6,1,3,17,23,7,9,64,16,38,3,0,0,1,1,9,4,1,2,8,0,1,39,84.6,501.81,12.87,70,0.0,-1379.52,-19.71,3,100.0,81.9,27.3,17,94.1,509.91,29.99,23,91.3,291.27,12.66,7,100.0,2252.85,321.84,9,88.9,124.82,13.87,64,84.4,2181.73,34.09,16,0.0,-500.25,-31.27,38,84.2,1398.24,36.8,0,0,0,0,0,0,0,0,1,0.0,-42.53,-42.53,1,0.0,-52.31,-52.31,2,0.0,-248.39,-124.19,8,87.5,147.39,18.42
1.2,53.7,C-一般,全天候/熊市优/震荡优,100.0,9.4,21.3,5.5,7.5,10,017652,中航华证商飞高端制造产业指数发起C,军工,2023-04-28 ~ 2026-03-20,701,11.21,3.89,0.34,0.12,10.87,12.45,35.62,2023-07-04,2024-02-05,305,0.51,0.31,1.191,9.57,-7.89,49.0,13,121,55.4,50.0,33.85,-22.29,1.52,0.01,-28.06,28.54,602.47,-89.82,32,14,27.5,99.4,0.6,36.8,35,79,1442.88,7841.58,3279.87,11121.45,0,0,0,1,-10.09,-13.55,6,21.8,16.49,0,684,17,1,1,9,0,0,33,0,0,0,0,2,0,0,2,0,3,13,2,8,26,4,20,1,0,0,0,0,3,2,0,0,3,0,1,9,77.8,126.19,14.02,33,0.0,-690.39,-20.92,0,0,0,0,3,100.0,20.14,6.71,13,61.5,4.8,0.37,2,100.0,622.33,311.17,8,75.0,8.03,1.0,26,84.6,295.11,11.35,4,0.0,-134.38,-33.59,20,80.0,1109.78,55.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100.0,81.27,27.09
0.8,50.2,C-一般,熊市优,217.3,6.8,22.3,4.0,7.1,10,018075,长盛航天海工混合C,军工,2023-04-14 ~ 2026-03-20,711,8.29,2.86,-7.07,-2.57,15.36,12.7,41.2,2023-04-21,2024-02-05,530,0.41,0.23,1.288,9.43,-10.19,49.1,17,121,62.0,47.2,27.59,-49.54,0.56,0.07,-25.58,29.09,427.6,-500.44,18,13,20.1,98.7,1.3,16.3,17,46,830.69,10814.33,14.94,10829.27,2,18.69,43.15,3,-8.85,-46.33,2,-0.73,4.19,0,690,21,1,1,7,0,1,16,0,0,1,0,2,0,0,3,1,2,17,2,3,27,7,26,1,0,0,3,0,4,2,1,2,8,0,0,7,100.0,746.64,106.66,16,0.0,-357.11,-22.32,1,100.0,3.83,3.83,2,100.0,50.62,25.31,17,64.7,33.93,2.0,2,100.0,11.47,5.74,3,33.3,0.07,0.02,27,77.8,33.14,1.23,7,0.0,-797.82,-113.97,26,88.5,1125.49,43.29,0,0,0,0,0,0,0,0,3,0.0,-41.52,-13.84,0,0,0,0,2,0.0,-42.0,-21.0,8,87.5,63.95,7.99
